onboarded_month,user_login_month,count_user_login,auth_month,registration_status,primary_act_holder_member_id,transfer_amount,deposit_amount,deposit_count,transaction_amount,transfer_count
2021-01-05,2021-06-14,55,2021-05-27,onboarded,620,1189.93,467.82,30,22.8,22
2021-01-17,2021-06-18,25,2021-03-18,onboarded,884,1617.19,1615.35,82,44.82,27
2021-04-30,2021-01-30,15,2021-05-07,onboarded,118,556.13,694.5,92,28.85,3
2021-09-09,2021-06-20,28,2021-02-21,activated,173,654.49,152.21,86,50.4,32
2021-03-04,2021-06-07,67,2021-12-19,onboarded,799,471.84,1468.19,64,18.98,44
2021-04-01,2021-06-04,49,2021-11-02,activated,196,536.2,1513.93,66,79.78,32
2021-11-15,2021-06-10,75,2021-11-28,activated,547,1100.74,25.91,100,57.33,85
2021-12-08,2021-08-31,27,2021-05-09,onboarded,692,713.37,711.79,11,88.38,73
2021-07-28,2021-03-23,38,2021-01-02,onboarded,857,1171.27,1842.21,4,51.57,50
2021-08-22,2021-12-10,95,2021-04-16,onboarded,330,90.18,1130.93,61,19.92,69
2021-04-26,2021-07-18,49,2021-09-23,onboarded,67,603.69,699.6,10,17.61,5
2021-03-08,2021-08-11,24,2021-02-06,onboarded,744,104.87,1107.58,57,73.74,17
2021-09-10,2021-11-01,89,2021-12-14,activated,805,1124.56,1991.61,19,79.58,1
2021-04-02,2021-04-16,2,2021-10-26,onboarded,781,1765.4,531.33,65,48.49,32
2021-08-06,2021-04-23,35,2021-08-06,onboarded,630,1937.82,152.63,98,19.81,5
2021-03-01,2021-06-06,38,2021-03-15,pending,33,1699.73,642.48,88,51.51,90
2021-04-24,2021-02-20,21,2021-12-04,onboarded,687,1711.77,1094.81,90,18.51,5
2021-06-16,2021-06-04,13,2021-06-21,activated,8,1044.64,1394.95,57,5.9,26
2021-08-30,2021-01-24,88,2021-11-22,onboarded,215,265.63,1648.45,43,11.95,14
2021-02-17,2021-09-21,92,2021-03-04,onboarded,559,178.32,1591.3,33,92.14,15
2021-10-27,2021-09-01,29,2021-07-12,onboarded,598,41.77,1739.51,24,45.11,52
2021-02-20,2021-12-24,48,2021-01-10,onboarded,368,387.14,1749.96,37,30.8,79
2021-12-14,2021-01-26,44,2021-04-17,onboarded,640,826,792.82,67,55.79,36
2021-06-13,2021-05-24,8,2021-04-09,pending,733,1514.19,244.28,31,31.68,75
2021-12-15,2021-03-09,46,2021-10-13,activated,921,1408.33,324.22,8,80.28,13
2021-07-31,2021-12-18,84,2021-06-01,activated,545,554.9,1148.41,44,3.14,28
2021-12-04,2021-10-29,86,2021-04-30,onboarded,765,1821.95,643.55,81,37.76,48
2021-08-31,2021-08-21,17,2021-06-16,onboarded,982,18.71,634.62,95,7.12,86
2021-08-29,2021-07-09,26,2021-07-07,activated,518,347.16,419.58,65,99.22,93
2021-12-12,2021-02-22,33,2021-11-23,activated,732,336.53,149.9,9,96.7,59
2021-07-23,2021-03-24,86,2021-07-16,onboarded,503,1993.19,1245.16,55,56.1,99
2021-07-21,2021-06-22,8,2021-02-19,onboarded,216,391.81,459.4,78,50.12,22
2021-01-10,2021-07-02,15,2021-05-20,onboarded,773,595.5,636.6,58,76.89,37
2021-06-22,2021-09-16,53,2021-07-08,onboarded,460,853.26,1814.33,9,65.4,32
2021-04-29,2021-06-22,38,2021-03-07,onboarded,111,485.89,1567.82,70,61.3,14
2021-06-30,2021-11-26,49,2021-08-10,onboarded,929,459.53,518.66,61,21.64,19
2021-06-27,2021-10-28,23,2021-09-21,onboarded,431,486.87,912.51,27,61.49,81
2021-05-08,2021-07-28,58,2021-03-02,onboarded,871,532.24,1109.4,37,28.58,96
2021-08-12,2021-04-12,8,2021-10-03,activated,614,68.95,1125.61,43,27.73,24
2021-11-05,2021-11-07,10,2021-06-29,onboarded,672,1930.66,36.34,86,64.93,32
2021-03-25,2021-03-05,68,2021-01-30,onboarded,425,5.5,1274.4,48,42.81,5
2021-06-15,2021-04-26,22,2021-09-14,onboarded,278,1897.59,1745.85,43,71.9,75
2021-03-29,2021-11-19,7,2021-02-20,onboarded,974,482.26,1909.99,78,9.75,17
2021-11-04,2021-12-02,22,2021-05-18,pending,159,1179.12,139,4,8.85,66
2021-04-16,2021-03-07,13,2021-01-18,onboarded,627,1844.58,1814.8,41,51.6,14
2021-09-20,2021-12-20,53,2021-04-28,onboarded,582,1750.6,1673.11,97,49.18,30
2021-11-24,2021-12-07,66,2021-07-05,activated,317,1084.75,735.36,40,11.39,97
2021-05-21,2021-09-11,75,2021-06-23,onboarded,699,825.99,916.4,27,6.59,30
2021-01-14,2021-12-02,77,2021-02-24,onboarded,768,1705.23,42.84,6,96.45,57
2021-11-05,2021-12-22,59,2021-07-10,activated,970,1213.55,1641.23,6,51.92,71
2021-06-16,2021-04-16,73,2021-05-25,onboarded,662,1281.86,1358.74,28,27.53,67
2021-08-28,2021-08-09,10,2021-07-22,onboarded,474,503.78,797.81,27,51.26,98
2021-02-25,2021-02-03,8,2021-03-03,onboarded,314,1013.35,1425.85,45,8.19,56
2021-12-14,2021-02-18,66,2021-12-04,onboarded,687,632.75,1888.6,5,56.23,5
2021-04-14,2021-01-22,15,2021-11-12,onboarded,729,1182.99,1075.83,57,2.31,21
2021-08-03,2021-04-16,61,2021-05-30,onboarded,922,320.73,187.97,33,11.15,79
2021-04-23,2021-01-04,62,2021-10-02,onboarded,279,1550.82,422.27,27,88.55,32
2021-03-12,2021-03-08,84,2021-06-22,onboarded,401,717.24,370.73,57,11.6,28
2021-12-07,2021-04-13,92,2021-05-14,onboarded,763,1313.62,116.41,48,16.13,63
2021-11-28,2021-12-20,7,2021-02-22,pending,348,1948.73,148.97,94,10.65,99
2021-09-10,2021-03-18,9,2021-06-07,onboarded,972,272.78,501.4,41,71.95,14
2021-12-09,2021-07-18,73,2021-01-16,onboarded,595,1770.28,192.71,82,9,22
2021-11-12,2021-08-17,79,2021-06-11,onboarded,551,598.86,213.15,63,44.95,42
2021-01-03,2021-12-13,11,2021-04-05,activated,445,592.24,901.44,17,48.74,18
2021-02-03,2021-07-06,69,2021-04-10,activated,133,1272.83,753.52,81,51.96,49
2021-11-22,2021-09-07,44,2021-03-03,activated,731,1127.61,1785.44,98,55.6,51
2021-03-07,2021-03-20,18,2021-07-16,onboarded,327,547.41,1132.8,4,50.55,68
2021-10-15,2021-05-23,13,2021-01-11,activated,14,1064.5,441.22,45,43.83,73
2021-02-19,2021-05-05,42,2021-12-26,onboarded,412,379.73,724.97,32,33.12,29
2021-05-21,2021-12-16,71,2021-01-04,pending,394,760.96,1643.57,38,42.14,99
2021-10-03,2021-07-05,81,2021-11-25,activated,922,1317.32,964.94,60,88.84,42
2021-11-10,2021-02-20,77,2021-01-17,onboarded,578,1948.1,1890.44,7,76.19,67
2021-02-10,2021-02-04,65,2021-08-30,onboarded,671,1024.62,995.64,11,12.89,72
2021-05-07,2021-04-20,40,2021-06-10,activated,273,647.4,1364.94,39,45.4,83
2021-11-18,2021-10-05,30,2021-03-11,onboarded,593,397.83,566.28,62,3.34,49
2021-05-28,2021-09-30,62,2021-12-11,onboarded,850,224.14,357.56,88,19.97,14
2021-03-29,2021-12-07,35,2021-06-13,pending,693,1654.76,142.79,15,70.56,33
2021-09-26,2021-03-10,51,2021-12-20,onboarded,475,436.34,1421.11,17,2.76,36
2021-06-08,2021-09-16,3,2021-11-29,onboarded,718,42.19,1377.16,2,41.64,36
2021-07-27,2021-03-09,66,2021-05-01,activated,38,27.47,118.82,88,20.9,93
2021-11-10,2021-09-05,37,2021-06-02,activated,838,1421.33,829.24,98,33.81,45
2021-09-27,2021-12-16,70,2021-08-26,onboarded,234,3.88,1008.41,22,53,80
2021-12-10,2021-08-21,89,2021-02-17,onboarded,311,604.2,418.72,79,4.82,7
2021-10-11,2021-04-29,7,2021-01-21,onboarded,3,1573.1,1782.26,77,16.41,11
2021-04-23,2021-03-19,95,2021-10-07,onboarded,124,1369.48,1306.36,14,78.57,16
2021-06-15,2021-12-09,49,2021-03-10,activated,770,1295.8,638.55,31,67.63,9
2021-04-16,2021-11-09,78,2021-03-23,onboarded,677,1048.27,764.89,47,60.36,12
2021-10-17,2021-07-21,71,2021-03-23,pending,100,26.13,808.73,78,92.62,10
2021-11-20,2021-01-28,6,2021-01-04,onboarded,888,796.54,873.31,99,12.71,42
2021-01-07,2021-08-08,10,2021-03-29,onboarded,622,848.45,201.99,32,39.44,54
2021-02-21,2021-07-30,64,2021-03-20,activated,283,1953.2,349.34,16,19.73,98
2021-02-01,2021-06-21,63,2021-01-16,activated,77,246.53,671.98,75,12.7,41
2021-03-28,2021-10-19,16,2021-11-22,onboarded,876,514.26,1850.15,37,46.22,81
2021-05-31,2021-04-12,39,2021-07-11,activated,524,1528.13,1403.16,61,73.24,13
2021-02-20,2021-03-08,93,2021-02-01,onboarded,110,1622.82,1901.84,78,97.4,92
2021-12-27,2021-12-10,29,2021-11-17,onboarded,623,329.96,142.77,18,99.88,2
2021-07-23,2021-05-28,49,2021-04-04,onboarded,727,1375.48,368.6,42,97.5,18
2021-07-20,2021-03-19,91,2021-12-23,onboarded,451,1183.81,25.47,82,16.11,21
2021-06-26,2021-05-23,12,2021-02-24,onboarded,489,174,1148.23,2,3.48,68
2021-03-28,2021-09-15,2,2021-09-08,pending,181,252.86,896.34,50,31.83,49
2021-07-13,2021-10-09,55,2021-09-06,onboarded,932,699.26,482.72,33,4.87,25
2021-05-24,2021-10-11,88,2021-01-19,onboarded,688,1201.52,1362.29,30,47.9,89
2021-06-07,2021-12-16,90,2021-09-22,onboarded,146,1788.5,415.3,82,15.54,18
2021-02-08,2021-12-15,10,2021-11-25,pending,817,1227.77,228.32,62,32.4,78
2021-07-20,2021-12-25,56,2021-03-05,activated,510,205.78,1007.8,81,36.71,69
2021-07-19,2021-04-06,81,2021-09-01,pending,74,946.3,749.37,49,71.21,83
2021-08-22,2021-02-10,98,2021-05-26,onboarded,202,1631.69,1195.13,100,61.75,26
2021-11-12,2021-03-28,75,2021-07-18,onboarded,160,117.82,762.55,32,48.27,40
2021-01-17,2021-03-20,87,2021-01-28,onboarded,530,1839.14,592.5,64,72.1,69
2021-01-26,2021-07-22,64,2021-05-25,activated,376,28.71,1091.28,14,27.32,97
2021-10-10,2021-11-22,45,2021-10-21,onboarded,307,1862.68,59.11,84,3.71,83
2021-07-18,2021-03-10,66,2021-07-09,onboarded,382,912.71,756.53,77,47.59,44
2021-10-27,2021-05-17,44,2021-06-28,activated,926,1140.96,912.17,62,60.64,86
2021-06-19,2021-02-22,7,2021-08-31,pending,168,785.8,1806.43,28,55,41
2021-10-11,2021-09-07,19,2021-12-22,activated,698,1280.43,999.31,2,49.98,85
2021-03-05,2021-09-27,48,2021-07-25,onboarded,642,921.74,1772.55,27,29.6,9
2021-01-01,2021-10-13,74,2021-05-14,onboarded,809,202.32,1330.13,25,64.59,74
2021-05-13,2021-07-03,38,2021-06-02,pending,64,763.58,61.75,8,54.92,85
2021-02-16,2021-01-19,54,2021-06-20,activated,308,1344.64,501.1,39,59.11,47
2021-04-27,2021-08-17,95,2021-12-26,activated,493,1107.68,979.68,92,15.4,75
2021-04-08,2021-06-28,91,2021-08-28,onboarded,547,207.19,935.16,18,42.2,83
2021-07-23,2021-02-15,96,2021-08-20,onboarded,679,1767.58,473.67,4,87.16,95
2021-05-14,2021-11-26,79,2021-08-23,activated,151,1040.67,1862.2,58,70.71,50
2021-12-30,2021-11-24,21,2021-05-07,activated,930,1464.79,302.1,10,52.89,100
2021-10-18,2021-03-14,69,2021-09-05,onboarded,247,296.27,826.5,77,74.36,20
2021-12-11,2021-09-02,60,2021-04-20,onboarded,290,1941.11,821.54,91,18.43,52
2021-08-13,2021-12-02,90,2021-12-11,onboarded,170,34.54,1262.67,46,87.49,58
2021-05-10,2021-01-02,92,2021-09-13,activated,560,191.52,1075.22,90,13.79,45
2021-02-15,2021-08-14,57,2021-12-15,onboarded,150,1119.85,562.6,41,90.48,78
2021-07-23,2021-06-24,23,2021-08-14,activated,258,745.64,958.8,33,87.39,7
2021-09-30,2021-08-01,20,2021-09-25,activated,374,1942.75,52.94,34,7.89,44
2021-09-21,2021-09-11,9,2021-11-19,onboarded,319,75.14,1443.35,30,42.17,89
2021-02-06,2021-10-31,27,2021-07-23,onboarded,234,1050.56,1511.19,18,21.48,4
2021-06-21,2021-08-09,74,2021-08-28,onboarded,110,452.85,144.53,22,65.67,56
2021-04-15,2021-10-16,83,2021-07-02,activated,265,809.37,747.12,81,66.26,86
2021-02-10,2021-07-18,60,2021-09-08,onboarded,850,230.66,749.7,38,31.74,56
2021-06-15,2021-09-18,8,2021-07-22,onboarded,736,432.9,71.1,85,16.34,53
2021-04-20,2021-09-08,40,2021-03-07,onboarded,218,1183,390.1,87,10.4,44
2021-11-05,2021-03-20,73,2021-10-29,activated,482,882.59,45.35,61,65.12,19
2021-11-08,2021-10-04,62,2021-07-14,onboarded,176,762.44,497.5,86,70.97,28
2021-11-06,2021-11-15,73,2021-08-02,onboarded,434,1446.17,1779.52,18,25.55,20
2021-06-25,2021-11-10,79,2021-06-23,onboarded,238,440.11,467.46,87,48.14,60
2021-05-01,2021-12-11,83,2021-09-18,onboarded,335,358.64,1145.86,78,46.58,89
2021-01-24,2021-01-24,4,2021-12-22,onboarded,215,1239.21,27.5,11,79.68,64
2021-11-24,2021-05-14,64,2021-08-25,onboarded,286,595.25,1643.7,1,85.81,8
2021-06-29,2021-05-27,40,2021-09-05,onboarded,66,1847.34,745.3,36,20.3,49
2021-08-19,2021-08-20,98,2021-06-22,onboarded,170,233.91,1763.17,19,28.69,84
2021-01-26,2021-07-14,15,2021-08-20,pending,850,407.19,1796.59,68,58.23,37
2021-04-23,2021-07-31,85,2021-01-04,activated,778,322.17,1352.54,46,69.43,89
2021-08-29,2021-04-14,97,2021-04-02,onboarded,72,839.17,312.36,8,34.76,39
2021-05-30,2021-12-10,18,2021-01-26,activated,76,1697.61,974.55,71,72.81,23
2021-01-30,2021-07-27,52,2021-04-10,onboarded,641,1952.31,654.77,18,44.71,99
2021-06-18,2021-06-05,97,2021-10-17,activated,202,1511.25,55.87,34,59.96,5
2021-03-11,2021-03-11,89,2021-01-13,onboarded,188,795.62,49.8,5,68.4,32
2021-06-26,2021-09-04,74,2021-09-16,pending,765,1769.98,633.75,52,14.76,23
2021-03-19,2021-04-18,27,2021-06-17,onboarded,926,1101.54,1985.2,60,39.41,84
2021-02-03,2021-09-10,58,2021-04-14,onboarded,541,1164.4,1039.17,95,24.54,40
2021-08-17,2021-02-21,13,2021-02-11,onboarded,884,300.56,1437.35,37,37.15,11
2021-03-08,2021-10-22,63,2021-10-15,onboarded,972,1697.57,1219.82,9,32.76,83
2021-05-30,2021-08-25,34,2021-08-23,activated,258,881.48,112.43,61,29.9,88
2021-10-26,2021-04-06,22,2021-03-05,onboarded,539,1189.2,41.47,63,92.1,78
2021-04-27,2021-05-23,1,2021-12-14,onboarded,341,1236.63,1946.14,26,35.46,46
2021-05-21,2021-11-19,16,2021-05-16,onboarded,456,464.79,1251.43,70,50.44,38
2021-06-27,2021-02-17,52,2021-07-20,onboarded,683,1708.75,1711.67,64,78.28,60
2021-05-09,2021-01-26,83,2021-02-21,activated,886,1005.5,793.19,79,66.67,75
2021-12-13,2021-01-15,71,2021-04-21,activated,771,570.81,672.63,95,5.71,42
2021-03-25,2021-12-13,70,2021-01-12,activated,599,1945.98,1913.66,85,34.71,73
2021-04-21,2021-09-23,87,2021-03-28,onboarded,778,1728.77,589.76,34,97.92,84
2021-07-21,2021-10-27,69,2021-10-10,onboarded,570,1126.84,1901.4,5,8.16,97
2021-02-24,2021-09-21,16,2021-12-09,onboarded,668,1861.3,1078.54,52,29.42,60
2021-04-20,2021-09-29,51,2021-01-19,onboarded,984,1760.17,1053.65,87,57.14,18
2021-08-19,2021-04-18,62,2021-03-18,activated,568,1009.26,460.67,87,30.73,24
2021-04-23,2021-11-17,100,2021-10-24,activated,515,1066.5,597.61,70,30.36,54
2021-01-09,2021-02-01,9,2021-08-01,activated,354,28.97,1330.71,67,71.49,19
2021-07-21,2021-07-13,74,2021-05-17,activated,499,463.13,1272.3,64,64.69,60
2021-06-22,2021-05-18,28,2021-01-09,onboarded,463,93.38,1599.74,59,10.28,21
2021-04-29,2021-05-30,84,2021-11-09,onboarded,723,971.94,1799.61,94,47.53,36
2021-12-17,2021-08-25,24,2021-12-25,pending,683,973.14,65.38,6,53.69,26
2021-10-25,2021-11-18,88,2021-06-12,pending,418,1977.1,1923.67,21,93.87,30
2021-07-10,2021-12-08,97,2021-06-05,activated,996,823.79,1412.48,38,88.46,64
2021-02-08,2021-04-23,95,2021-11-08,onboarded,571,451.93,1555.65,35,75.37,81
2021-11-04,2021-11-10,76,2021-08-12,onboarded,251,1623.41,1363.2,55,14.19,73
2021-06-18,2021-05-29,37,2021-05-02,activated,220,1251.15,983.25,23,13.34,41
2021-07-21,2021-08-28,15,2021-10-03,onboarded,927,1669.4,1547.65,73,50.84,12
2021-04-13,2021-09-16,1,2021-08-01,onboarded,94,1119.92,1415.8,32,28.54,17
2021-07-28,2021-09-28,54,2021-09-15,onboarded,818,620.54,784.96,12,32.83,76
2021-12-15,2021-11-01,24,2021-02-12,onboarded,263,713.3,541.75,94,43.61,80
2021-06-18,2021-09-28,61,2021-09-30,onboarded,705,753.3,933.7,98,48.9,98
2021-01-17,2021-03-12,81,2021-07-29,activated,829,1232.6,465.72,97,97.15,68
2021-02-28,2021-10-27,9,2021-02-10,onboarded,589,759.71,1518.96,98,11.51,57
2021-10-15,2021-10-14,40,2021-09-29,onboarded,582,1759.17,858.45,50,84.56,79
2021-08-25,2021-07-18,92,2021-07-29,activated,608,932.58,1629.9,18,16.6,15
2021-03-07,2021-09-17,1,2021-08-20,onboarded,919,1591.19,608.12,88,41.65,55
2021-08-28,2021-05-13,58,2021-06-13,onboarded,402,1416.98,912.49,83,93.4,28
2021-10-07,2021-08-19,95,2021-11-14,onboarded,312,100.38,920.83,28,59.85,55
2021-06-05,2021-03-09,65,2021-03-08,activated,773,1822.16,280.25,1,16.16,48
2021-07-27,2021-03-14,80,2021-04-02,onboarded,569,1914.82,784.9,50,18.61,22
2021-08-20,2021-08-18,45,2021-01-30,onboarded,598,936.52,536.3,98,5.8,6
2021-05-24,2021-08-15,64,2021-11-07,activated,78,666.46,1908.71,94,74.75,3
2021-08-12,2021-02-17,22,2021-05-21,activated,381,1448.83,227.1,29,26.75,10
2021-06-07,2021-03-27,44,2021-05-04,onboarded,34,1063.65,1747.1,98,33.74,68
2021-11-03,2021-07-08,31,2021-06-30,activated,851,906.37,70.18,39,2.49,60
2021-08-11,2021-01-20,42,2021-08-03,activated,456,1385.97,1761,18,99.39,78
2021-10-27,2021-05-19,54,2021-09-13,onboarded,750,670.76,488.12,12,82.41,74
2021-09-28,2021-04-02,84,2021-07-06,activated,377,1289.2,315.38,41,72.3,5
2021-02-28,2021-07-24,29,2021-05-01,pending,514,1407.3,495,22,17.41,30
2021-06-13,2021-07-22,18,2021-04-22,onboarded,766,204.76,1679.11,86,40.3,55
2021-09-23,2021-11-21,12,2021-07-07,activated,258,1723.78,1422.22,78,29.47,90
2021-03-20,2021-12-20,93,2021-05-04,onboarded,474,1740.46,49.56,96,11.38,100
2021-06-28,2021-07-20,82,2021-10-31,onboarded,722,1543.8,1076.81,97,82.96,49
2021-04-30,2021-08-28,75,2021-12-07,onboarded,427,1101.4,1930.42,13,64.49,27
2021-10-29,2021-01-06,83,2021-01-31,onboarded,61,1016.3,1573.29,34,55.78,2
2021-06-30,2021-06-27,51,2021-01-25,activated,138,1906.4,1591.78,100,14.37,46
2021-01-10,2021-01-15,84,2021-10-28,onboarded,233,262.77,884.56,41,63.68,25
2021-11-28,2021-06-07,81,2021-01-06,onboarded,761,1433.48,242.1,10,6.8,22
2021-10-26,2021-02-21,24,2021-02-13,onboarded,500,1390.52,188.77,68,21.39,18
2021-11-03,2021-12-28,90,2021-01-31,onboarded,429,121.15,1159.76,98,3.64,81
2021-04-19,2021-06-18,85,2021-06-24,pending,993,315.6,659.13,62,83.62,48
2021-02-15,2021-04-14,95,2021-08-24,activated,18,555.13,758.94,77,25.4,36
2021-10-25,2021-07-22,94,2021-06-21,activated,362,697.22,910.82,26,62.67,26
2021-11-30,2021-01-18,21,2021-04-09,onboarded,72,298.6,712.31,19,12.78,3
2021-09-14,2021-02-23,53,2021-06-26,onboarded,123,1631.9,113.99,96,43.61,30
2021-08-22,2021-07-13,57,2021-05-16,onboarded,243,1794.36,1530.3,93,30.97,48
2021-06-16,2021-02-02,8,2021-05-11,activated,109,1109.34,1348.64,70,57.19,21
2021-09-05,2021-10-28,38,2021-10-01,activated,898,1874.34,78.63,43,52.18,66
2021-02-20,2021-11-14,22,2021-08-23,activated,189,1044.17,1912.93,25,62.58,71
2021-06-13,2021-05-26,63,2021-07-02,activated,717,1411.66,1065.97,68,16.21,37
2021-04-10,2021-03-16,89,2021-06-28,pending,971,1636.67,521.18,38,39.52,66
2021-02-06,2021-06-08,39,2021-09-15,activated,946,1969.58,1445.52,75,60.33,71
2021-11-22,2021-05-30,79,2021-05-08,onboarded,103,1663.11,1113.31,49,27.76,43
2021-05-01,2021-09-02,10,2021-08-04,onboarded,377,1877.49,960.35,78,4.98,25
2021-05-17,2021-03-30,75,2021-01-04,onboarded,302,240.19,760.24,36,5.3,54
2021-01-15,2021-11-24,87,2021-10-10,activated,297,174.27,1782.93,2,33.45,96
2021-05-07,2021-08-24,76,2021-02-10,onboarded,384,1551.93,1769.58,32,71.65,58
2021-11-25,2021-07-06,10,2021-10-18,activated,287,1288.29,1713.2,66,39.62,73
2021-03-09,2021-07-08,65,2021-02-06,pending,184,1233.95,826.85,58,67.42,42
2021-03-09,2021-07-27,99,2021-11-05,onboarded,976,131.28,903.23,47,87.3,82
2021-01-15,2021-12-05,82,2021-06-13,onboarded,131,433.97,1794.57,65,60.84,23
2021-01-31,2021-03-24,100,2021-05-26,onboarded,787,193.4,1902.26,53,90.25,79
2021-10-25,2021-02-19,98,2021-06-16,onboarded,840,8.67,201.23,55,17.7,6
2021-03-02,2021-12-14,55,2021-11-12,onboarded,541,1107.75,732.39,80,61.2,37
2021-01-13,2021-08-01,53,2021-11-07,onboarded,455,1378.3,570.6,15,75.5,86
2021-12-26,2021-07-30,68,2021-04-15,activated,779,31.34,89.5,61,66.49,40
2021-09-03,2021-08-19,82,2021-05-14,pending,493,281.96,1438.5,53,55.16,66
2021-03-12,2021-08-12,81,2021-04-17,onboarded,956,1011.61,258.95,44,33.2,73
2021-12-06,2021-07-30,100,2021-10-11,onboarded,146,181.8,1977.92,53,11.85,15
2021-08-07,2021-12-20,68,2021-03-30,onboarded,361,146.11,1323.5,70,99.33,53
2021-03-05,2021-06-12,93,2021-07-24,activated,211,1290.77,1936.88,74,61.14,70
2021-07-16,2021-06-21,29,2021-06-20,activated,842,1632.1,1564.63,77,35.71,66
2021-12-07,2021-08-21,56,2021-07-01,onboarded,188,1977.15,1522.62,44,55.86,70
2021-08-06,2021-03-11,91,2021-02-05,onboarded,298,1653.81,1370.51,60,46.76,12
2021-12-07,2021-01-06,7,2021-05-15,activated,799,58.9,802.49,90,70.21,92
2021-11-12,2021-05-30,54,2021-05-14,activated,445,1784.6,1357.94,37,56.79,23
2021-10-11,2021-03-16,55,2021-02-26,onboarded,834,1356.87,1740.47,77,28.56,73
2021-03-12,2021-01-18,6,2021-09-22,onboarded,613,898.83,89.94,4,75.28,9
2021-11-22,2021-08-23,83,2021-10-06,onboarded,715,1030.8,1279.68,56,66.25,28
2021-01-01,2021-09-21,25,2021-09-09,onboarded,120,325.72,1819.84,40,14.13,87
2021-01-01,2021-04-30,72,2021-06-04,onboarded,715,452.81,1975.2,55,98.53,100
2021-04-30,2021-08-14,59,2021-07-02,activated,730,1092.1,738.25,5,76.51,51
2021-01-10,2021-12-07,70,2021-03-20,pending,393,1408.29,919,42,11.35,62
2021-12-26,2021-12-23,51,2021-11-10,onboarded,354,394.98,544.93,61,77.1,42
2021-10-29,2021-03-26,93,2021-12-22,activated,967,869.26,1023.78,22,95.45,5
2021-10-07,2021-01-19,12,2021-12-28,pending,127,1603.4,1708.76,88,71.67,65
2021-02-14,2021-09-16,45,2021-01-24,onboarded,992,588.96,74.59,33,57.47,69
2021-09-14,2021-08-16,84,2021-04-24,onboarded,22,1828.97,1289.72,88,4.25,98
2021-12-22,2021-05-08,8,2021-01-12,onboarded,906,474.57,1577.6,68,76.74,89
2021-11-02,2021-10-17,24,2021-10-16,activated,822,1411.19,1818.21,44,47.1,1
2021-08-09,2021-03-07,27,2021-01-12,onboarded,173,803.56,155.66,19,22.43,54
2021-08-05,2021-10-28,10,2021-04-08,onboarded,205,457.92,1163.43,77,76.14,7
2021-06-17,2021-06-05,30,2021-01-09,activated,970,548.12,1108.4,12,25.4,69
2021-03-20,2021-11-10,28,2021-12-14,onboarded,791,1930.52,160.4,47,42.69,40
2021-10-16,2021-07-03,45,2021-05-20,onboarded,304,1517.42,1486.51,19,81.95,75
2021-06-24,2021-05-18,94,2021-10-29,onboarded,272,1262.45,1559.71,73,11.45,24
2021-08-29,2021-12-27,56,2021-05-11,activated,687,544.25,406.86,95,83.27,67
2021-06-23,2021-03-22,19,2021-05-22,onboarded,742,843.9,1428.47,89,79.86,57
2021-02-22,2021-09-15,17,2021-07-17,onboarded,626,44.17,1164.47,50,86.3,42
2021-06-26,2021-10-27,71,2021-12-18,activated,134,55.51,147.97,28,70.29,11
2021-06-18,2021-07-05,55,2021-03-14,onboarded,720,687.39,1753.59,86,57.27,61
2021-10-15,2021-04-07,50,2021-01-02,onboarded,461,1170.9,1541.94,2,16.89,91
2021-10-21,2021-10-18,51,2021-07-23,onboarded,449,1387.1,575.81,92,78.15,74
2021-02-26,2021-04-19,15,2021-02-11,onboarded,33,702.2,1420.6,25,27.7,47
2021-09-27,2021-06-05,38,2021-11-02,pending,941,752.72,1623.88,38,44.31,47
2021-04-18,2021-04-04,14,2021-01-03,onboarded,385,1302.7,482.12,63,39.63,9
2021-10-20,2021-09-13,65,2021-01-30,pending,651,1374.3,1900.8,25,18.4,71
2021-06-07,2021-01-10,15,2021-03-13,onboarded,659,1796.82,1806.17,13,7.93,34
2021-01-10,2021-05-13,59,2021-09-04,onboarded,93,640.21,1775,7,54.48,40
2021-03-15,2021-11-03,11,2021-12-15,onboarded,301,240.11,1934.14,83,94.99,43
